clip_id,emotion
clip_006072,disgust
clip_006073,sad
clip_006074,anger
clip_006076,sad
clip_006077,neutral
clip_006078,anger
clip_006079,happy
clip_006082,anger
clip_006083,disgust
clip_006084,neutral
clip_006085,anger
clip_006086,disgust
clip_006087,anger
clip_006088,sad
clip_006089,disgust
clip_006091,happy
clip_006093,neutral
clip_006094,sad
clip_006095,disgust
clip_006096,sad
clip_006097,sad
clip_006100,anger
clip_006101,sad
clip_006102,neutral
clip_006103,sad
clip_006104,happy
clip_006105,anger
clip_006106,fear
clip_006108,sad
clip_006109,fear
clip_006110,disgust
clip_006111,anger
clip_006112,sad
clip_006117,sad
clip_006119,sad
clip_006120,fear
clip_006121,fear
clip_006122,disgust
clip_006123,fear
clip_006125,sad
clip_006126,disgust
clip_006127,fear
clip_006128,neutral
clip_006129,fear
clip_006131,happy
clip_006132,sad
clip_006133,neutral
clip_006134,fear
clip_006136,happy
clip_006137,sad
clip_006138,sad
clip_006140,disgust
clip_006141,fear
clip_006142,neutral
clip_006143,anger
clip_006144,anger
clip_006146,disgust
clip_006147,happy
clip_006148,anger
clip_006150,happy
clip_006151,sad
clip_006152,happy
clip_006153,happy
clip_006154,neutral
clip_006155,happy
clip_006156,sad
clip_006158,neutral
clip_006160,anger
clip_006162,sad
clip_006165,sad
clip_006166,disgust
clip_006167,fear
clip_006168,happy
clip_006169,fear
clip_006170,neutral
clip_006171,happy
clip_006172,neutral
clip_006173,sad
clip_006174,sad
clip_006175,fear
clip_006176,anger
clip_006177,fear
clip_006178,neutral
clip_006179,disgust
clip_006180,happy
clip_006181,disgust
clip_006184,disgust
clip_006186,sad
clip_006187,happy
clip_006189,neutral
clip_006190,sad
clip_006191,happy
clip_006192,sad
clip_006193,disgust
clip_006194,happy
clip_006195,sad
clip_006196,neutral
clip_006197,happy
clip_006198,sad
clip_006200,sad
clip_006201,neutral
clip_006202,happy
clip_006203,happy
clip_006204,fear
clip_006205,anger
clip_006206,happy
clip_006207,sad
clip_006208,happy
clip_006209,happy
clip_006210,happy
clip_006211,sad
clip_006212,disgust
clip_006215,happy
clip_006219,sad
clip_006220,fear
clip_006221,fear
clip_006223,disgust
clip_006225,disgust
clip_006226,anger
clip_006227,anger
clip_006228,happy
clip_006229,disgust
clip_006230,disgust
clip_006231,happy
clip_006232,disgust
clip_006233,happy
clip_006234,neutral
clip_006235,neutral
clip_006236,disgust
clip_006237,happy
clip_006238,sad
clip_006239,fear
clip_006240,sad
clip_006241,neutral
clip_006243,anger
clip_006245,anger
clip_006246,fear
clip_006247,sad
clip_006249,fear
clip_006250,disgust
clip_006251,sad
clip_006253,disgust
clip_006254,anger
clip_006255,disgust
clip_006257,anger
clip_006258,disgust
clip_006260,fear
clip_006261,happy
clip_006262,sad
clip_006263,happy
clip_006264,happy
clip_006266,anger
clip_006267,happy
clip_006268,sad
clip_006269,neutral
clip_006270,fear
clip_006271,happy
clip_006272,disgust
clip_006273,fear
clip_006274,anger
clip_006275,disgust
clip_006276,happy
clip_006278,anger
clip_006279,fear
clip_006280,fear
clip_006281,happy
clip_006282,disgust
clip_006283,disgust
clip_006284,neutral
clip_006285,happy
clip_006286,anger
clip_006287,anger
clip_006288,fear
clip_006289,sad
clip_006290,anger
clip_006291,sad
clip_006292,disgust
clip_006293,sad
clip_006294,fear
clip_006295,happy
clip_006296,neutral
clip_006297,neutral
clip_006298,anger
clip_006299,fear
clip_006300,happy
clip_006301,happy
clip_006302,fear
clip_006303,sad
clip_006304,sad
clip_006306,happy
clip_006310,neutral
clip_006311,disgust
clip_006313,fear
clip_006314,sad
clip_006315,happy
clip_006316,anger
clip_006317,fear
clip_006319,sad
clip_006320,happy
clip_006321,fear
clip_006326,happy
clip_006327,happy
clip_006328,happy
clip_006329,sad
clip_006330,anger
clip_006331,sad
clip_006336,disgust
clip_006337,fear
clip_006338,fear
clip_006339,disgust
clip_006340,anger
clip_006341,fear
clip_006342,fear
clip_006343,disgust
clip_006346,happy
clip_006348,neutral
clip_006351,anger
clip_006352,anger
clip_006353,neutral
clip_006354,anger
clip_006356,anger
clip_006358,disgust
clip_006359,fear
clip_006360,happy
clip_006361,sad
clip_006362,anger
clip_006363,neutral
clip_006364,sad
clip_006365,fear
clip_006366,anger
clip_006367,happy
clip_006370,anger
clip_006371,disgust
clip_006373,happy
clip_006374,sad
clip_006375,happy
clip_006376,sad
clip_006377,sad
clip_006378,neutral
clip_006379,neutral
clip_006380,anger
clip_006381,disgust
clip_006382,happy
clip_006383,disgust
clip_006384,fear
clip_006386,happy
clip_006387,happy
clip_006388,anger
clip_006389,disgust
clip_006390,happy
clip_006393,disgust
clip_006394,neutral
clip_006395,fear
clip_006396,happy
clip_006398,fear
clip_006399,fear
clip_006400,fear
clip_006401,anger
clip_006402,fear
clip_006403,happy
clip_006404,disgust
clip_006405,sad
clip_006406,happy
clip_006407,anger
clip_006408,disgust
clip_006409,happy
clip_006411,fear
clip_006412,disgust
clip_006414,disgust
clip_006416,neutral
clip_006417,sad
clip_006418,sad
clip_006419,anger
clip_006420,disgust
clip_006421,fear
clip_006422,disgust
clip_006423,anger
clip_006424,sad
clip_006425,disgust
clip_006427,neutral
clip_006428,sad
clip_006429,disgust
clip_006432,neutral
clip_006434,happy
clip_006435,disgust
clip_006436,sad
clip_006438,anger
clip_006441,sad
clip_006442,sad
clip_006443,anger
clip_006444,happy
clip_006445,happy
clip_006446,disgust
clip_006447,sad
clip_006449,disgust
clip_006451,fear
clip_006452,anger
clip_006453,disgust
clip_006454,anger
clip_006455,fear
clip_006457,disgust
clip_006458,disgust
clip_006459,fear
clip_006460,sad
clip_006461,happy
clip_006463,sad
clip_006465,sad
clip_006467,fear
clip_006468,fear
clip_006470,disgust
clip_006471,happy
clip_006472,neutral
clip_006474,sad
clip_006475,neutral
clip_006476,disgust
clip_006477,sad
clip_006479,happy
clip_006480,happy
clip_006481,happy
clip_006483,disgust
clip_006484,anger
clip_006486,disgust
clip_006488,happy
clip_006489,neutral
clip_006490,neutral
clip_006491,sad
clip_006493,disgust
clip_006494,disgust
clip_006495,fear
clip_006496,anger
clip_006497,happy
clip_006498,sad
clip_006499,disgust
clip_006501,anger
clip_006502,disgust
clip_006505,sad
clip_006507,sad
clip_006508,sad
clip_006509,anger
clip_006510,happy
clip_006511,fear
clip_006513,disgust
clip_006514,fear
clip_006515,sad
clip_006516,sad
clip_006517,anger
clip_006518,fear
clip_006519,fear
clip_006520,neutral
clip_006521,happy
clip_006522,disgust
clip_006523,neutral
clip_006525,neutral
clip_006526,neutral
clip_006527,happy
clip_006528,neutral
clip_006529,disgust
clip_006530,anger
clip_006531,happy
clip_006532,happy
clip_006533,neutral
clip_006534,happy
clip_006535,fear
clip_006536,disgust
clip_006537,happy
clip_006538,fear
clip_006539,happy
clip_006540,disgust
clip_006541,happy
clip_006542,anger
clip_006543,disgust
clip_006544,sad
clip_006545,sad
clip_006546,neutral
clip_006547,anger
clip_006548,disgust
clip_006549,sad
clip_006550,sad
clip_006551,sad
clip_006552,fear
clip_006553,neutral
clip_006554,disgust
clip_006555,disgust
clip_006556,anger
clip_006557,happy
clip_006558,disgust
clip_006559,disgust
clip_006560,fear
clip_006561,fear
clip_006562,disgust
clip_006563,fear
clip_006564,neutral
clip_006566,fear
clip_006567,sad
clip_006568,neutral
clip_006570,disgust
clip_006571,fear
clip_006572,sad
clip_006573,disgust
clip_006574,disgust
clip_006575,disgust
clip_006576,happy
clip_006577,disgust
clip_006579,anger
clip_006580,neutral
clip_006581,fear
clip_006582,disgust
clip_006583,disgust
clip_006586,disgust
clip_006588,disgust
clip_006589,sad
clip_006591,happy
clip_006592,happy
clip_006593,sad
clip_006594,disgust
clip_006595,fear
clip_006596,anger
clip_006597,anger
clip_006598,disgust
clip_006599,neutral
clip_006600,disgust
clip_006602,disgust
clip_006603,neutral
clip_006604,neutral
clip_006605,fear
clip_006607,neutral
clip_006608,fear
clip_006609,fear
clip_006612,happy
clip_006615,happy
clip_006617,sad
clip_006618,sad
clip_006621,sad
clip_006622,fear
clip_006625,sad
clip_006626,sad
clip_006627,neutral
clip_006628,happy
clip_006629,sad
clip_006632,anger
clip_006633,fear
clip_006634,sad
clip_006635,disgust
clip_006636,happy
clip_006637,anger
clip_006638,disgust
clip_006640,neutral
clip_006642,anger
clip_006644,sad
clip_006645,happy
clip_006646,disgust
clip_006647,neutral
clip_006648,happy
clip_006649,fear
clip_006651,sad
clip_006652,disgust
clip_006653,fear
clip_006654,sad
clip_006655,disgust
clip_006656,happy
clip_006657,sad
clip_006658,disgust
clip_006661,anger
clip_006662,disgust
clip_006663,neutral
clip_006664,neutral
clip_006665,fear
clip_006666,disgust
clip_006669,disgust
clip_006672,anger
clip_006673,disgust
clip_006674,sad
clip_006675,fear
clip_006676,fear
clip_006677,sad
clip_006678,happy
clip_006679,happy
clip_006681,fear
clip_006682,sad
clip_006683,happy
clip_006685,sad
clip_006686,disgust
clip_006687,anger
clip_006688,sad
clip_006689,disgust
clip_006690,anger
clip_006691,anger
clip_006692,fear
clip_006694,fear
clip_006696,fear
clip_006697,disgust
clip_006698,anger
clip_006699,anger
clip_006700,fear
clip_006701,happy
clip_006702,sad
clip_006703,neutral
clip_006704,sad
clip_006705,anger
clip_006706,happy
clip_006710,anger
clip_006711,sad
clip_006712,happy
clip_006713,anger
clip_006714,disgust
clip_006715,sad
clip_006716,anger
clip_006719,happy
clip_006720,anger
clip_006721,fear
clip_006722,happy
clip_006724,disgust
clip_006725,neutral
clip_006728,happy
clip_006729,sad
clip_006730,anger
clip_006732,happy
clip_006734,fear
clip_006736,sad
clip_006737,fear
clip_006738,neutral
clip_006739,anger
clip_006741,sad
clip_006742,anger
clip_006744,neutral
clip_006745,disgust
clip_006746,neutral
clip_006747,anger
clip_006748,disgust
clip_006749,fear
clip_006750,fear
clip_006751,neutral
clip_006752,anger
clip_006753,sad
clip_006754,disgust
clip_006755,sad
clip_006756,neutral
clip_006757,happy
clip_006758,sad
clip_006759,disgust
clip_006760,happy
clip_006763,happy
clip_006764,happy
clip_006765,sad
clip_006766,happy
clip_006767,fear
clip_006768,disgust
clip_006770,neutral
clip_006771,neutral
clip_006773,happy
clip_006774,disgust
clip_006775,anger
clip_006777,sad
clip_006778,anger
clip_006779,neutral
clip_006780,sad
clip_006782,happy
clip_006785,disgust
clip_006786,fear
clip_006787,neutral
clip_006789,sad
clip_006790,happy
clip_006793,fear
clip_006794,neutral
clip_006795,neutral
clip_006796,anger
clip_006797,anger
clip_006798,sad
clip_006799,disgust
clip_006800,sad
clip_006801,anger
clip_006803,anger
clip_006805,sad
clip_006806,neutral
clip_006808,disgust
clip_006810,fear
clip_006811,anger
clip_006812,happy
clip_006813,anger
clip_006814,disgust
clip_006815,happy
clip_006816,sad
clip_006818,disgust
clip_006819,disgust
clip_006821,sad
clip_006822,neutral
clip_006823,fear
clip_006824,neutral
clip_006826,disgust
clip_006827,anger
clip_006828,sad
clip_006830,sad
clip_006831,anger
clip_006832,anger
clip_006833,fear
clip_006834,neutral
clip_006835,happy
clip_006836,neutral
clip_006837,disgust
clip_006838,disgust
clip_006840,disgust
clip_006842,sad
clip_006843,neutral
clip_006844,happy
clip_006845,fear
clip_006846,sad
clip_006847,happy
clip_006849,happy
clip_006850,fear
clip_006851,happy
clip_006852,neutral
clip_006855,anger
clip_006856,neutral
clip_006857,fear
clip_006858,fear
clip_006859,neutral
clip_006861,fear
clip_006862,anger
clip_006865,disgust
clip_006866,anger
clip_006867,anger
clip_006869,sad
clip_006871,sad
clip_006872,anger
clip_006875,happy
clip_006876,anger
clip_006877,anger
clip_006878,neutral
clip_006879,disgust
clip_006880,happy
clip_006883,disgust
clip_006884,disgust
clip_006885,neutral
clip_006886,anger
clip_006887,neutral
clip_006888,neutral
clip_006889,sad
clip_006892,happy
clip_006893,disgust
clip_006894,anger
clip_006895,happy
clip_006896,sad
clip_006897,anger
clip_006899,happy
clip_006900,disgust
clip_006902,fear
clip_006903,neutral
clip_006904,sad
clip_006905,disgust
clip_006907,happy
clip_006908,neutral
clip_006909,disgust
clip_006910,fear
clip_006911,neutral
clip_006912,neutral
clip_006913,happy
clip_006914,fear
clip_006915,happy
clip_006916,sad
clip_006917,sad
clip_006918,neutral
clip_006919,neutral
clip_006920,sad
clip_006921,neutral
clip_006922,fear
clip_006926,happy
clip_006928,neutral
clip_006929,sad
clip_006930,neutral
clip_006931,anger
clip_006934,disgust
clip_006936,sad
clip_006937,fear
clip_006939,disgust
clip_006941,disgust
clip_006942,disgust
clip_006943,anger
clip_006944,sad
clip_006945,sad
clip_006946,anger
clip_006947,anger
clip_006948,anger
clip_006949,happy
clip_006951,disgust
clip_006952,anger
clip_006953,fear
clip_006954,neutral
clip_006955,sad
clip_006956,fear
clip_006958,anger
clip_006959,happy
clip_006960,neutral
clip_006961,happy
clip_006962,neutral
clip_006963,sad
clip_006966,neutral
clip_006967,sad
clip_006968,anger
clip_006969,happy
clip_006970,neutral
clip_006971,sad
clip_006972,fear
clip_006974,disgust
clip_006975,anger
clip_006976,anger
clip_006979,anger
clip_006980,disgust
clip_006981,neutral
clip_006982,anger
clip_006984,anger
clip_006985,anger
clip_006986,anger
clip_006987,happy
clip_006988,fear
clip_006989,sad
clip_006990,sad
clip_006991,happy
clip_006992,anger
clip_006996,fear
clip_006998,fear
clip_006999,disgust
clip_007000,disgust
clip_007001,sad
clip_007002,neutral
clip_007004,neutral
clip_007005,sad
clip_007006,sad
clip_007008,neutral
clip_007009,neutral
clip_007011,happy
clip_007014,disgust
clip_007016,happy
clip_007019,disgust
clip_007020,neutral
clip_007021,happy
clip_007023,sad
clip_007024,sad
clip_007025,happy
clip_007026,anger
clip_007027,anger
clip_007028,neutral
clip_007029,happy
clip_007030,anger
clip_007031,fear
clip_007033,neutral
clip_007034,neutral
clip_007035,anger
clip_007037,disgust
clip_007039,disgust
clip_007040,disgust
clip_007041,happy
clip_007042,sad
clip_007043,fear
clip_007044,happy
clip_007045,neutral
clip_007046,sad
clip_007047,neutral
clip_007048,disgust
clip_007049,disgust
clip_007050,fear
clip_007051,happy
clip_007053,anger
clip_007054,disgust
clip_007055,happy
clip_007056,fear
clip_007057,happy
clip_007058,anger
clip_007059,anger
clip_007060,fear
clip_007061,disgust
clip_007063,anger
clip_007066,neutral
clip_007067,happy
clip_007068,happy
clip_007071,neutral
clip_007073,fear
clip_007074,fear
clip_007075,fear
clip_007076,anger
clip_007077,fear
clip_007078,sad
clip_007080,happy
clip_007083,anger
clip_007084,anger
clip_007085,fear
clip_007086,anger
clip_007087,anger
clip_007088,sad
clip_007091,neutral
clip_007092,sad
clip_007094,happy
clip_007095,disgust
clip_007096,anger
clip_007097,sad
clip_007098,fear
clip_007099,disgust
clip_007100,happy
clip_007102,happy
clip_007103,disgust
clip_007106,sad
clip_007107,anger
clip_007109,fear
clip_007110,anger
clip_007111,neutral
clip_007112,sad
clip_007114,happy
clip_007115,neutral
clip_007116,happy
clip_007117,fear
clip_007118,neutral
clip_007119,happy
clip_007120,disgust
clip_007122,neutral
clip_007123,disgust
clip_007124,anger
clip_007127,happy
clip_007129,disgust
clip_007131,fear
clip_007132,neutral
clip_007133,disgust
clip_007134,happy
clip_007136,anger
clip_007138,fear
clip_007141,happy
clip_007142,happy
clip_007143,anger
clip_007146,fear
clip_007147,fear
clip_007148,disgust
clip_007149,disgust
clip_007153,fear
clip_007155,disgust
clip_007156,sad
clip_007157,sad
clip_007159,sad
clip_007160,disgust
clip_007161,anger
clip_007162,neutral
clip_007163,neutral
clip_007164,neutral
clip_007165,disgust
clip_007166,sad
clip_007167,happy
clip_007169,sad
clip_007171,fear
clip_007173,fear
clip_007175,anger
clip_007176,anger
clip_007178,happy
clip_007179,sad
clip_007180,fear
clip_007181,happy
clip_007182,anger
clip_007183,anger
clip_007184,disgust
clip_007186,sad
clip_007187,anger
clip_007188,happy
clip_007189,disgust
clip_007190,happy
clip_007191,neutral
clip_007192,fear
clip_007193,happy
clip_007194,happy
clip_007195,neutral
clip_007197,neutral
clip_007200,disgust
clip_007201,neutral
clip_007202,happy
clip_007205,neutral
clip_007206,anger
clip_007207,fear
clip_007208,sad
clip_007209,happy
clip_007210,fear
clip_007211,fear
clip_007212,fear
clip_007213,disgust
clip_007214,neutral
clip_007215,anger
clip_007216,happy
clip_007217,neutral
clip_007218,fear
clip_007219,disgust
clip_007220,happy
clip_007222,anger
clip_007223,fear
clip_007224,fear
clip_007225,anger
clip_007226,sad
clip_007227,disgust
clip_007228,fear
clip_007230,disgust
clip_007231,anger
clip_007232,fear
clip_007233,fear
clip_007234,sad
clip_007235,sad
clip_007236,fear
clip_007238,neutral
clip_007239,anger
clip_007240,fear
clip_007241,anger
clip_007242,sad
clip_007243,anger
clip_007244,fear
clip_007245,fear
clip_007246,sad
clip_007247,fear
clip_007251,neutral
clip_007252,anger
clip_007254,sad
clip_007256,sad
clip_007257,fear
clip_007258,neutral
clip_007259,anger
clip_007261,anger
clip_007262,anger
clip_007264,fear
clip_007265,sad
clip_007266,neutral
clip_007267,sad
clip_007268,happy
clip_007269,disgust
clip_007271,happy
clip_007272,happy
clip_007273,anger
clip_007274,sad
clip_007275,fear
clip_007276,fear
clip_007277,disgust
clip_007278,sad
clip_007279,sad
clip_007280,happy
clip_007281,fear
clip_007282,anger
clip_007284,happy
clip_007285,neutral
clip_007286,fear
clip_007287,neutral
clip_007288,fear
clip_007289,happy
clip_007290,neutral
clip_007293,happy
clip_007296,disgust
clip_007297,neutral
clip_007298,neutral
clip_007299,happy
clip_007300,fear
clip_007302,fear
clip_007303,disgust
clip_007304,disgust
clip_007306,anger
clip_007307,disgust
clip_007309,disgust
clip_007310,happy
clip_007311,anger
clip_007312,neutral
clip_007313,happy
clip_007314,disgust
clip_007316,neutral
clip_007317,anger
clip_007318,fear
clip_007319,sad
clip_007320,anger
clip_007322,anger
clip_007323,happy
clip_007324,happy
clip_007325,disgust
clip_007327,disgust
clip_007328,anger
clip_007329,happy
clip_007330,anger
clip_007331,fear
clip_007332,anger
clip_007333,neutral
clip_007335,disgust
clip_007336,disgust
clip_007337,disgust
clip_007339,sad
clip_007340,anger
clip_007342,fear
clip_007344,disgust
clip_007346,fear
clip_007347,neutral
clip_007351,sad
clip_007353,happy
clip_007354,happy
clip_007355,anger
clip_007356,fear
clip_007357,anger
clip_007358,fear
clip_007359,neutral
clip_007360,anger
clip_007361,neutral
clip_007362,anger
clip_007363,anger
clip_007365,happy
clip_007366,anger
clip_007367,happy
clip_007368,neutral
clip_007370,happy
clip_007371,happy
clip_007372,disgust
clip_007373,disgust
clip_007374,anger
clip_007375,disgust
clip_007376,anger
clip_007377,happy
clip_007378,disgust
clip_007379,fear
clip_007380,fear
clip_007382,sad
clip_007384,anger
clip_007385,happy
clip_007386,happy
clip_007387,sad
clip_007388,happy
clip_007389,happy
clip_007392,disgust
clip_007393,happy
clip_007394,neutral
clip_007395,neutral
clip_007397,fear
clip_007398,disgust
clip_007399,sad
clip_007400,neutral
clip_007401,sad
clip_007402,neutral
clip_007403,fear
clip_007404,happy
clip_007408,disgust
clip_007409,fear
clip_007411,fear
clip_007413,anger
clip_007414,happy
clip_007417,anger
clip_007419,sad
clip_007420,fear
clip_007422,neutral
clip_007423,anger
clip_007425,neutral
clip_007427,sad
clip_007428,sad
clip_007429,sad
clip_007430,happy
clip_007431,disgust
clip_007433,disgust
clip_007434,fear
clip_007435,disgust
clip_007437,neutral
clip_007438,happy
clip_007439,happy
clip_007440,disgust
